author,title,type,start,end,kind,words
"Dickens, Charles",A Tale of Two Cities,sentence,3300,3492,NA,But when they came to the town of Beauvaiswhich they did at eventide when the streets were filled with peoplehe could not conceal from himself that the aspect of affairs was very alarming
"Dickens, Charles",A Tale of Two Cities,sentence,3494,3620,NA,An ominous crowd gathered to see him dismount of the postingyard and many voices called out loudly Down with the emigrant
"Dickens, Charles",A Tale of Two Cities,sentence,3622,3748,NA,He stopped in the act of swinging himself out of his saddle and resuming it as his safest place said Emigrant my friends
"Dickens, Charles",A Tale of Two Cities,sentence,3750,3950,NA,Do you not see me here in France of my own will You are a cursed emigrant cried a farrier making at him in a furious manner through the press hammer in hand and you are a cursed aristocrat
"Dickens, Charles",A Tale of Two Cities,sentence,3952,4106,NA,The postmaster interposed himself between this man and the riders bridle at which he was evidently making and soothingly said Let him be let him be
"Dickens, Charles",A Tale of Two Cities,sentence,4108,4188,NA,He will be judged at Paris Judged repeated the farrier swinging his hammer
"Dickens, Charles",A Tale of Two Cities,sentence,4190,4222,NA,Ay and condemned as a traitor
"Dickens, Charles",A Tale of Two Cities,sentence,4224,4257,NA,At this the crowd roared approval
"Dickens, Charles",A Tale of Two Cities,sentence,4259,4535,NA,Checking the postmaster who was for turning his horses head to the yard the drunken patriot sat composedly in his saddle looking on with the line round his wrist Darnay said as soon as he could make his voice heard Friends you deceive yourselves or you are deceived
"Dickens, Charles",A Tale of Two Cities,sentence,4537,4556,NA,I am not a traitor
"Dickens, Charles",A Tale of Two Cities,sentence,4558,4584,NA,He lies cried the smith
"Dickens, Charles",A Tale of Two Cities,sentence,4586,4619,NA,He is a traitor since the decree
"Dickens, Charles",A Tale of Two Cities,sentence,4621,4654,NA,His life is forfeit to the people
"Dickens, Charles",A Tale of Two Cities,sentence,4656,4687,NA,His cursed life is not his own
"Dickens, Charles",A Tale of Two Cities,sentence,4689,4958,NA,At the instant when Darnay saw a rush in the eyes of the crowd which another instant would have brought upon him the postmaster turned his horse into the yard the escort rode in close upon his horses flanks and the postmaster shut and barred the crazy double gates
"Dickens, Charles",A Tale of Two Cities,sentence,4960,5057,NA,The farrier struck a blow upon them with his hammer and the crowd groaned but no more was done
"Dickens, Charles",A Tale of Two Cities,sentence,5059,5104,NA,What is this decree that the smith spoke of
"Dickens, Charles",A Tale of Two Cities,sentence,5106,5192,NA,Darnay asked the postmaster when he had thanked him and stood beside him in the yard
"Dickens, Charles",A Tale of Two Cities,sentence,5194,5249,NA,Truly a decree for selling the property of emigrants
"Dickens, Charles",A Tale of Two Cities,sentence,5251,5285,NA,When passed On the fourteenth
"Dickens, Charles",A Tale of Two Cities,sentence,5287,5475,NA,The day I left England Everybody says it is but one of several and that there will be othersif there are not alreadybanishing all emigrants and condemning all to death who return
"Dickens, Charles",A Tale of Two Cities,sentence,5477,5673,NA,That is what he meant when he said your life was not your own But there are no such decrees yet What do I know said the postmaster shrugging his shoulders there may be or there will be
"Dickens, Charles",A Tale of Two Cities,sentence,5675,5693,NA,It is all the same
"Dickens, Charles",A Tale of Two Cities,sentence,5695,5715,NA,What would you have
"Dickens, Charles",A Tale of Two Cities,sentence,5717,5840,NA,They rested on some straw in a loft until the middle of the night and then rode forward again when all the town was asleep
"Dickens, Charles",A Tale of Two Cities,sentence,5842,5979,NA,Among the many wild changes observable on familiar things which made this wild ride unreal not the least was the seeming rarity of sleep
"Dickens, Charles",A Tale of Two Cities,sentence,5981,6313,NA,After long and lonely spurring over dreary roads they would come to a cluster of poor cottages not steeped in darkness but all glittering with lights and would find the people in a ghostly manner in the dead of the night circling hand in hand round a shrivelled tree of Liberty or all drawn up together singing a Liberty song
"Dickens, Charles",A Tale of Two Cities,sentence,6315,6760,NA,Happily however there was sleep in Beauvais that night to help them out of it and they passed on once more into solitude and loneliness jingling through the untimely cold and wet among impoverished fields that had yielded no fruits of the earth that year diversified by the blackened remains of burnt houses and by the sudden emergence from ambuscade and sharp reining up across their way of patriot patrols on the watch on all the roads
"Dickens, Charles",A Tale of Two Cities,sentence,6762,6814,NA,Daylight at last found them before the wall of Paris
"Dickens, Charles",A Tale of Two Cities,sentence,6816,6883,NA,The barrier was closed and strongly guarded when they rode up to it
"Dickens, Charles",A Tale of Two Cities,sentence,6885,6924,NA,Where are the papers of this prisoner
"Dickens, Charles",A Tale of Two Cities,sentence,6926,7005,NA,demanded a resolutelooking man in authority who was summoned out by the guard
"Dickens, Charles",A Tale of Two Cities,sentence,7007,7262,NA,Naturally struck by the disagreeable word Charles Darnay requested the speaker to take notice that he was a free traveller and French citizen in charge of an escort which the disturbed state of the country had imposed upon him and which he had paid for
"Dickens, Charles",A Tale of Two Cities,sentence,7264,7376,NA,Where repeated the same personage without taking any heed of him whatever are the papers of this prisoner
"Dickens, Charles",A Tale of Two Cities,sentence,7378,7436,NA,The drunken patriot had them in his cap and produced them
"Dickens, Charles",A Tale of Two Cities,sentence,7438,7588,NA,Casting his eyes over Gabelles letter the same personage in authority showed some disorder and surprise and looked at Darnay with a close attention
"Dickens, Charles",A Tale of Two Cities,sentence,7590,7734,NA,He left escort and escorted without saying a word however and went into the guardroom meanwhile they sat upon their horses outside the gate
"Dickens, Charles",A Tale of Two Cities,sentence,7736,8111,NA,Looking about him while in this state of suspense Charles Darnay observed that the gate was held by a mixed guard of soldiers and patriots the latter far outnumbering the former and that while ingress into the city for peasants carts bringing in supplies and for similar traffic and traffickers was easy enough egress even for the homeliest people was very difficult
"Dickens, Charles",A Tale of Two Cities,sentence,8113,8328,NA,A numerous medley of men and women not to mention beasts and vehicles of various sorts was waiting to issue forth but the previous identification was so strict that they filtered through the barrier very slowly
"Dickens, Charles",A Tale of Two Cities,sentence,8330,8500,NA,Some of these people knew their turn for examination to be so far off that they lay down on the ground to sleep or smoke while others talked together or loitered about
"Dickens, Charles",A Tale of Two Cities,sentence,8502,8577,NA,The red cap and tricolour cockade were universal both among men and women
"Dickens, Charles",A Tale of Two Cities,sentence,8579,8758,NA,When he had sat in his saddle some halfhour taking note of these things Darnay found himself confronted by the same man in authority who directed the guard to open the barrier
"Dickens, Charles",A Tale of Two Cities,sentence,8760,8867,NA,Then he delivered to the escort drunk and sober a receipt for the escorted and requested him to dismount
"Dickens, Charles",A Tale of Two Cities,sentence,8869,8973,NA,He did so and the two patriots leading his tired horse turned and rode away without entering the city
"Dickens, Charles",A Tale of Two Cities,sentence,8975,9246,NA,He accompanied his conductor into a guardroom smelling of common wine and tobacco where certain soldiers and patriots asleep and awake drunk and sober and in various neutral states between sleeping and waking drunkenness and sobriety were standing and lying about
"Dickens, Charles",A Tale of Two Cities,sentence,9248,9407,NA,The light in the guardhouse half derived from the waning oillamps of the night and half from the overcast day was in a correspondingly uncertain condition
"Dickens, Charles",A Tale of Two Cities,sentence,9409,9511,NA,Some registers were lying open on a desk and an officer of a coarse dark aspect presided over these
"Dickens, Charles",A Tale of Two Cities,sentence,9513,9601,NA,Citizen Defarge said he to Darnays conductor as he took a slip of paper to write on
"Dickens, Charles",A Tale of Two Cities,sentence,9603,9635,NA,Is this the emigrant Evrémonde
"Dickens, Charles",A Tale of Two Cities,sentence,9637,9654,NA,This is the man
"Dickens, Charles",A Tale of Two Cities,sentence,9656,9677,NA,Your age Evrémonde
"Dickens, Charles",A Tale of Two Cities,sentence,9679,9693,NA,Thirtyseven
"Dickens, Charles",A Tale of Two Cities,sentence,9695,9715,NA,Married Evrémonde
"Dickens, Charles",A Tale of Two Cities,sentence,9717,9722,NA,Yes
"Dickens, Charles",A Tale of Two Cities,sentence,9724,9753,NA,Where married In England
"Dickens, Charles",A Tale of Two Cities,sentence,9755,9769,NA,Without doubt
"Dickens, Charles",A Tale of Two Cities,sentence,9771,9801,NA,Where is your wife Evrémonde
"Dickens, Charles",A Tale of Two Cities,sentence,9803,9815,NA,In England
"Dickens, Charles",A Tale of Two Cities,sentence,9817,9831,NA,Without doubt
"Dickens, Charles",A Tale of Two Cities,sentence,9833,9889,NA,You are consigned Evrémonde to the prison of La Force
"Dickens, Charles",A Tale of Two Cities,sentence,9891,9922,NA,Just Heaven exclaimed Darnay
"Dickens, Charles",A Tale of Two Cities,sentence,9924,9962,NA,Under what law and for what offence
"Dickens, Charles",A Tale of Two Cities,sentence,9964,10001,NA,The officer looked up from his slip of
"Dickens, Charles",A Tale of Two Cities,entity,1207,1211,person,Peace
"Dickens, Charles",A Tale of Two Cities,entity,1389,1402,person,Charles Darnay
"Dickens, Charles",A Tale of Two Cities,entity,2060,2062,person,The
"Dickens, Charles",A Tale of Two Cities,entity,2977,2990,person,Charles Darnay
"Dickens, Charles",A Tale of Two Cities,entity,4427,4432,person,Darnay
"Dickens, Charles",A Tale of Two Cities,entity,5195,5199,person,Truly
"Dickens, Charles",A Tale of Two Cities,entity,7050,7063,person,Charles Darnay
"Dickens, Charles",A Tale of Two Cities,entity,7787,7800,person,Charles Darnay
"Dickens, Charles",A Tale of Two Cities,entity,9791,9799,person,Evrémonde
"Dickens, Charles",A Tale of Two Cities,entity,268,273,location,France
"Dickens, Charles",A Tale of Two Cities,entity,370,374,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,997,1001,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,1069,1073,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,3777,3782,location,France
"Dickens, Charles",A Tale of Two Cities,entity,4129,4133,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,5303,5309,location,England
"Dickens, Charles",A Tale of Two Cities,entity,6257,6263,location,Liberty
"Dickens, Charles",A Tale of Two Cities,entity,6809,6813,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,9745,9751,location,England
"Dickens, Charles",A Tale of Two Cities,entity,9807,9813,location,England
"Dickens, Charles",A Tale of Two Cities,sentence,1,21,NA,f paper for a moment
"Dickens, Charles",A Tale of Two Cities,sentence,23,91,NA,We have new laws Evrémonde and new offences since you were here
"Dickens, Charles",A Tale of Two Cities,sentence,93,142,NA,He said it with a hard smile and went on writing
"Dickens, Charles",A Tale of Two Cities,sentence,144,284,NA,I entreat you to observe that I have come here voluntarily in response to that written appeal of a fellowcountryman which lies before you
"Dickens, Charles",A Tale of Two Cities,sentence,286,346,NA,I demand no more than the opportunity to do so without delay
"Dickens, Charles",A Tale of Two Cities,sentence,348,369,NA,Is not that my right
"Dickens, Charles",A Tale of Two Cities,sentence,371,430,NA,Emigrants have no rights Evrémonde was the stolid reply
"Dickens, Charles",A Tale of Two Cities,sentence,432,578,NA,The officer wrote until he had finished read over to himself what he had written sanded it and handed it to Defarge with the words In secret
"Dickens, Charles",A Tale of Two Cities,sentence,580,654,NA,Defarge motioned with the paper to the prisoner that he must accompany him
"Dickens, Charles",A Tale of Two Cities,sentence,656,724,NA,The prisoner obeyed and a guard of two armed patriots attended them
"Dickens, Charles",A Tale of Two Cities,sentence,726,924,NA,Is it you said Defarge in a low voice as they went down the guardhouse steps and turned into Paris who married the daughter of Doctor Manette once a prisoner in the Bastille that is no more
"Dickens, Charles",A Tale of Two Cities,sentence,926,977,NA,Yes replied Darnay looking at him with surprise
"Dickens, Charles",A Tale of Two Cities,sentence,979,1051,NA,My name is Defarge and I keep a wineshop in the Quarter Saint Antoine
"Dickens, Charles",A Tale of Two Cities,sentence,1053,1134,NA,Possibly you have heard of me My wife came to your house to reclaim her father
"Dickens, Charles",A Tale of Two Cities,sentence,1136,1374,NA,Yes The word wife seemed to serve as a gloomy reminder to Defarge to say with sudden impatience In the name of that sharp female newlyborn and called La Guillotine why did you come to France You heard me say why a minute ago
"Dickens, Charles",A Tale of Two Cities,sentence,1376,1411,NA,Do you not believe it is the truth
"Dickens, Charles",A Tale of Two Cities,sentence,1413,1510,NA,A bad truth for you said Defarge speaking with knitted brows and looking straight before him
"Dickens, Charles",A Tale of Two Cities,sentence,1512,1534,NA,Indeed I am lost here
"Dickens, Charles",A Tale of Two Cities,sentence,1536,1625,NA,All here is so unprecedented so changed so sudden and unfair that I am absolutely lost
"Dickens, Charles",A Tale of Two Cities,sentence,1627,1668,NA,Will you render me a little help None
"Dickens, Charles",A Tale of Two Cities,sentence,1670,1719,NA,Defarge spoke always looking straight before him
"Dickens, Charles",A Tale of Two Cities,sentence,1721,1759,NA,Will you answer me a single question
"Dickens, Charles",A Tale of Two Cities,sentence,1761,1769,NA,Perhaps
"Dickens, Charles",A Tale of Two Cities,sentence,1771,1794,NA,According to its nature
"Dickens, Charles",A Tale of Two Cities,sentence,1796,1819,NA,You can say what it is
"Dickens, Charles",A Tale of Two Cities,sentence,1821,1945,NA,In this prison that I am going to so unjustly shall I have some free communication with the world outside You will see
"Dickens, Charles",A Tale of Two Cities,sentence,1947,2047,NA,I am not to be buried there prejudged and without any means of presenting my case You will see
"Dickens, Charles",A Tale of Two Cities,sentence,2049,2063,NA,But what then
"Dickens, Charles",A Tale of Two Cities,sentence,2065,2134,NA,Other people have been similarly buried in worse prisons before now
"Dickens, Charles",A Tale of Two Cities,sentence,2136,2170,NA,But never by me Citizen Defarge
"Dickens, Charles",A Tale of Two Cities,sentence,2172,2255,NA,Defarge glanced darkly at him for answer and walked on in a steady and set silence
"Dickens, Charles",A Tale of Two Cities,sentence,2257,2382,NA,The deeper he sank into this silence the fainter hope there wasor so Darnay thoughtof his softening in any slight degree
"Dickens, Charles",A Tale of Two Cities,sentence,2384,2717,NA,He therefore made haste to say It is of the utmost importance to me you know Citizen even better than I of how much importance that I should be able to communicate to Mr Lorry of Tellsons Bank an English gentleman who is now in Paris the simple fact without comment that I have been thrown into the prison of La Force
"Dickens, Charles",A Tale of Two Cities,sentence,2719,2815,NA,Will you cause that to be done for me I will do Defarge doggedly rejoined nothing for you
"Dickens, Charles",A Tale of Two Cities,sentence,2817,2856,NA,My duty is to my country and the People
"Dickens, Charles",A Tale of Two Cities,sentence,2858,2901,NA,I am the sworn servant of both against you
"Dickens, Charles",A Tale of Two Cities,sentence,2903,2929,NA,I will do nothing for you
"Dickens, Charles",A Tale of Two Cities,sentence,2931,3020,NA,Charles Darnay felt it hopeless to entreat him further and his pride was touched besides
"Dickens, Charles",A Tale of Two Cities,sentence,3022,3153,NA,As they walked on in silence he could not but see how used the people were to the spectacle of prisoners passing along the streets
"Dickens, Charles",A Tale of Two Cities,sentence,3155,3193,NA,The very children scarcely noticed him
"Dickens, Charles",A Tale of Two Cities,sentence,3195,3435,NA,A few passers turned their heads and a few shook their fingers at him as an aristocrat otherwise that a man in good clothes should be going to prison was no more remarkable than that a labourer in working clothes should be going to work
"Dickens, Charles",A Tale of Two Cities,sentence,3437,3642,NA,In one narrow dark and dirty street through which they passed an excited orator mounted on a stool was addressing an excited audience on the crimes against the people of the king and the royal family
"Dickens, Charles",A Tale of Two Cities,sentence,3644,3821,NA,The few words that he caught from this mans lips first made it known to Charles Darnay that the king was in prison and that the foreign ambassadors had one and all left Paris
"Dickens, Charles",A Tale of Two Cities,sentence,3823,3887,NA,On the road except at Beauvais he had heard absolutely nothing
"Dickens, Charles",A Tale of Two Cities,sentence,3889,3958,NA,The escort and the universal watchfulness had completely isolated him
"Dickens, Charles",A Tale of Two Cities,sentence,3960,4090,NA,That he had fallen among far greater dangers than those which had developed themselves when he left England he of course knew now
"Dickens, Charles",A Tale of Two Cities,sentence,4092,4196,NA,That perils had thickened about him fast and might thicken faster and faster yet he of course knew now
"Dickens, Charles",A Tale of Two Cities,sentence,4198,4324,NA,He could not but admit to himself that he might not have made this journey if he could have foreseen the events of a few days
"Dickens, Charles",A Tale of Two Cities,sentence,4326,4429,NA,And yet his misgivings were not so dark as imagined by the light of this later time they would appear
"Dickens, Charles",A Tale of Two Cities,sentence,4431,4530,NA,Troubled as the future was it was the unknown future and in its obscurity there was ignorant hope
"Dickens, Charles",A Tale of Two Cities,sentence,4532,4774,NA,The horrible massacre days and nights long which within a few rounds of the clock was to set a great mark of blood upon the blessed garnering time of harvest was as far out of his knowledge as if it had been a hundred thousand years away
"Dickens, Charles",A Tale of Two Cities,sentence,4776,4897,NA,The sharp female newlyborn and called La Guillotine was hardly known to him or to the generality of people by name
"Dickens, Charles",A Tale of Two Cities,sentence,4899,5010,NA,The frightful deeds that were to be soon done were probably unimagined at that time in the brains of the doers
"Dickens, Charles",A Tale of Two Cities,sentence,5012,5083,NA,How could they have a place in the shadowy conceptions of a gentle mind
"Dickens, Charles",A Tale of Two Cities,sentence,5085,5278,NA,Of unjust treatment in detention and hardship and in cruel separation from his wife and child he foreshadowed the likelihood or the certainty but beyond this he dreaded nothing distinctly
"Dickens, Charles",A Tale of Two Cities,sentence,5280,5397,NA,With this on his mind which was enough to carry into a dreary prison courtyard he arrived at the prison of La Force
"Dickens, Charles",A Tale of Two Cities,sentence,5399,5501,NA,A man with a bloated face opened the strong wicket to whom Defarge presented The Emigrant Evrémonde
"Dickens, Charles",A Tale of Two Cities,sentence,5503,5518,NA,What the Devil
"Dickens, Charles",A Tale of Two Cities,sentence,5520,5583,NA,How many more of them exclaimed the man with the bloated face
"Dickens, Charles",A Tale of Two Cities,sentence,5585,5686,NA,Defarge took his receipt without noticing the exclamation and withdrew with his two fellowpatriots
"Dickens, Charles",A Tale of Two Cities,sentence,5688,5759,NA,What the Devil I say again exclaimed the gaoler left with his wife
"Dickens, Charles",A Tale of Two Cities,sentence,5761,5776,NA,How many more
"Dickens, Charles",A Tale of Two Cities,sentence,5778,6077,NA,The gaolers wife being provided with no answer to the question merely replied One must have patience my dear Three turnkeys who entered responsive to a bell she rang echoed the sentiment and one added For the love of Liberty which sounded in that place like an inappropriate conclusion
"Dickens, Charles",A Tale of Two Cities,sentence,6079,6185,NA,The prison of La Force was a gloomy prison dark and filthy and with a horrible smell of foul sleep in it
"Dickens, Charles",A Tale of Two Cities,sentence,6187,6309,NA,Extraordinary how soon the noisome flavour of imprisoned sleep becomes manifest in all such places that are ill cared for
"Dickens, Charles",A Tale of Two Cities,sentence,6311,6378,NA,In secret too grumbled the gaoler looking at the written paper
"Dickens, Charles",A Tale of Two Cities,sentence,6380,6422,NA,As if I was not already full to bursting
"Dickens, Charles",A Tale of Two Cities,sentence,6424,6717,NA,He stuck the paper on a file in an illhumour and Charles Darnay awaited his further pleasure for half an hour sometimes pacing to and fro in the strong arched room sometimes resting on a stone seat in either case detained to be imprinted on the memory of the chief and his subordinates
"Dickens, Charles",A Tale of Two Cities,sentence,6719,6797,NA,Come said the chief at length taking up his keys come with me emigrant
"Dickens, Charles",A Tale of Two Cities,sentence,6799,7026,NA,Through the dismal prison twilight his new charge accompanied him by corridor and staircase many doors clanging and locking behind them until they came into a large low vaulted chamber crowded with prisoners of both sexes
"Dickens, Charles",A Tale of Two Cities,sentence,7028,7218,NA,The women were seated at a long table reading and writing knitting sewing and embroidering the men were for the most part standing behind their chairs or lingering up and down the room
"Dickens, Charles",A Tale of Two Cities,sentence,7220,7338,NA,In the instinctive association of prisoners with shameful crime and disgrace the newcomer recoiled from this company
"Dickens, Charles",A Tale of Two Cities,sentence,7340,7544,NA,But the crowning unreality of his long unreal ride was their all at once rising to receive him with every refinement of manner known to the time and with all the engaging graces and courtesies of life
"Dickens, Charles",A Tale of Two Cities,sentence,7546,7781,NA,So strangely clouded were these refinements by the prison manners and gloom so spectral did they become in the inappropriate squalor and misery through which they were seen that Charles Darnay seemed to stand in a company of the dead
"Dickens, Charles",A Tale of Two Cities,sentence,7783,7793,NA,Ghosts all
"Dickens, Charles",A Tale of Two Cities,sentence,7795,8102,NA,The ghost of beauty the ghost of stateliness the ghost of elegance the ghost of pride the ghost of frivolity the ghost of wit the ghost of youth the ghost of age all waiting their dismissal from the desolate shore all turning on him eyes that were changed by the death they had died in coming there
"Dickens, Charles",A Tale of Two Cities,sentence,8104,8128,NA,It struck him motionless
"Dickens, Charles",A Tale of Two Cities,sentence,8130,8609,NA,The gaoler standing at his side and the other gaolers moving about who would have been well enough as to appearance in the ordinary exercise of their functions looked so extravagantly coarse contrasted with sorrowing mothers and blooming daughters who were therewith the apparitions of the coquette the young beauty and the mature woman delicately bredthat the inversion of all experience and likelihood which the scene of shadows presented was heightened to its utmost
"Dickens, Charles",A Tale of Two Cities,sentence,8611,8629,NA,Surely ghosts all
"Dickens, Charles",A Tale of Two Cities,sentence,8631,8728,NA,Surely the long unreal ride some progress of disease that had brought him to these gloomy shades
"Dickens, Charles",A Tale of Two Cities,sentence,8730,8980,NA,In the name of the assembled companions in misfortune said a gentleman of courtly appearance and address coming forward I have the honour of giving you welcome to La Force and of condoling with you on the calamity that has brought you among us
"Dickens, Charles",A Tale of Two Cities,sentence,8982,9011,NA,May it soon terminate happily
"Dickens, Charles",A Tale of Two Cities,sentence,9013,9106,NA,It would be an impertinence elsewhere but it is not so here to ask your name and condition
"Dickens, Charles",A Tale of Two Cities,sentence,9108,9211,NA,Charles Darnay roused himself and gave the required information in words as suitable as he could find
"Dickens, Charles",A Tale of Two Cities,sentence,9213,9439,NA,But I hope said the gentleman following the chief gaoler with his eyes who moved across the room that you are not in secret I do not understand the meaning of the term but I have heard them say so Ah what a pity
"Dickens, Charles",A Tale of Two Cities,sentence,9441,9461,NA,We so much regret it
"Dickens, Charles",A Tale of Two Cities,sentence,9463,9578,NA,But take courage several members of our society have been in secret at first and it has lasted but a short time
"Dickens, Charles",A Tale of Two Cities,sentence,9580,9657,NA,Then he added raising his voice I grieve to inform the societyin secret
"Dickens, Charles",A Tale of Two Cities,sentence,9659,9906,NA,There was a murmur of commiseration as Charles Darnay crossed the room to a grated door where the gaoler awaited him and many voicesamong which the soft and compassionate voices of women were conspicuousgave him good wishes and encouragement
"Dickens, Charles",A Tale of Two Cities,sentence,9908,10001,NA,He turned at the grated door to render the thanks of his heart it closed under the gaolers 
"Dickens, Charles",A Tale of Two Cities,entity,860,873,person,Doctor Manette
"Dickens, Charles",A Tale of Two Cities,entity,2719,2722,person,Will
"Dickens, Charles",A Tale of Two Cities,entity,2931,2944,person,Charles Darnay
"Dickens, Charles",A Tale of Two Cities,entity,3718,3731,person,Charles Darnay
"Dickens, Charles",A Tale of Two Cities,entity,5716,5717,person,
"Dickens, Charles",A Tale of Two Cities,entity,6476,6489,person,Charles Darnay
"Dickens, Charles",A Tale of Two Cities,entity,7726,7739,person,Charles Darnay
"Dickens, Charles",A Tale of Two Cities,entity,8611,8616,person,Surely
"Dickens, Charles",A Tale of Two Cities,entity,9108,9121,person,Charles Darnay
"Dickens, Charles",A Tale of Two Cities,entity,9424,9425,person,Ah
"Dickens, Charles",A Tale of Two Cities,entity,9698,9711,person,Charles Darnay
"Dickens, Charles",A Tale of Two Cities,entity,824,828,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,1330,1335,location,France
"Dickens, Charles",A Tale of Two Cities,entity,2625,2629,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,3816,3820,location,Paris
"Dickens, Charles",A Tale of Two Cities,entity,4060,4066,location,England
"Dickens, Charles",A Tale of Two Cities,entity,5513,5517,location,Devil
"Dickens, Charles",A Tale of Two Cities,entity,5698,5702,location,Devil
"Dickens, Charles",A Tale of Two Cities,entity,6007,6013,location,Liberty
"Dickens, Charles",A Tale of Two Cities,sentence,2,59,NA,hand and the apparitions vanished from his sight forever
"Dickens, Charles",A Tale of Two Cities,sentence,61,115,NA,The wicket opened on a stone staircase leading upward
"Dickens, Charles",A Tale of Two Cities,sentence,117,277,NA,When they had ascended forty steps the prisoner of half an hour already counted them the gaoler opened a low black door and they passed into a solitary cell
"Dickens, Charles",A Tale of Two Cities,sentence,279,320,NA,It struck cold and damp but was not dark
"Dickens, Charles",A Tale of Two Cities,sentence,322,346,NA,Yours said the gaoler
"Dickens, Charles",A Tale of Two Cities,sentence,348,373,NA,Why am I confined alone
"Dickens, Charles",A Tale of Two Cities,sentence,375,448,NA,How do I know I can buy pen ink and paper Such are not my orders
"Dickens, Charles",A Tale of Two Cities,sentence,450,487,NA,You will be visited and can ask then
"Dickens, Charles",A Tale of Two Cities,sentence,489,541,NA,At present you may buy your food and nothing more
"Dickens, Charles",A Tale of Two Cities,sentence,543,605,NA,There were in the cell a chair a table and a straw mattress
"Dickens, Charles",A Tale of Two Cities,sentence,607,944,NA,As the gaoler made a general inspection of these objects and of the four walls before going out a wandering fancy wandered through the mind of the prisoner leaning against the wall opposite to him that this gaoler was so unwholesomely bloated both in face and person as to look like a man who had been drowned and filled with water
"Dickens, Charles",A Tale of Two Cities,sentence,946,1044,NA,When the gaoler was gone he thought in the same wandering way Now am I left as if I were dead
"Dickens, Charles",A Tale of Two Cities,sentence,1046,1228,NA,Stopping then to look down at the mattress he turned from it with a sick feeling and thought And here in these crawling creatures is the first condition of the body after death
"Dickens, Charles",A Tale of Two Cities,sentence,1230,1323,NA,Five paces by four and a half five paces by four and a half five paces by four and a half
"Dickens, Charles",A Tale of Two Cities,sentence,1325,1486,NA,The prisoner walked to and fro in his cell counting its measurement and the roar of the city arose like muffled drums with a wild swell of voices added to them
"Dickens, Charles",A Tale of Two Cities,sentence,1488,1533,NA,He made shoes he made shoes he made shoes
"Dickens, Charles",A Tale of Two Cities,sentence,1535,1650,NA,The prisoner counted the measurement again and paced faster to draw his mind with him from that latter repetition
"Dickens, Charles",A Tale of Two Cities,sentence,1652,1700,NA,The ghosts that vanished when the wicket closed
"Dickens, Charles",A Tale of Two Cities,sentence,1702,1991,NA,There was one among them the appearance of a lady dressed in black who was leaning in the embrasure of a window and she had a light shining upon her golden hair and she looked like     Let us ride on again for Gods sake through the illuminated villages with the people all awake
"Dickens, Charles",A Tale of Two Cities,sentence,1993,2044,NA,    He made shoes he made shoes he made shoes
"Dickens, Charles",A Tale of Two Cities,sentence,2046,2084,NA,    Five paces by four and a half
"Dickens, Charles",A Tale of Two Cities,sentence,2086,2401,NA,With such scraps tossing and rolling upward from the depths of his mind the prisoner walked faster and faster obstinately counting and counting and the roar of the city changed to this extentthat it still rolled in like muffled drums but with the wail of voices that he knew in the swell that rose above them
"Dickens, Charles",A Tale of Two Cities,sentence,2403,2413,NA,CHAPTER II
"Dickens, Charles",A Tale of Two Cities,sentence,2415,2616,NA,The Grindstone Tellsons Bank established in the Saint Germain Quarter of Paris was in a wing of a large house approached by a courtyard and shut off from the street by a high wall and a strong gate
"Dickens, Charles",A Tale of Two Cities,sentence,2618,2770,NA,The house belonged to a great nobleman who had lived in it until he made a flight from the troubles in his own cooks dress and got across the borders
"Dickens, Charles",A Tale of Two Cities,sentence,2772,3003,NA,A mere beast of the chase flying from hunters he was still in his metempsychosis no other than the same Monseigneur the preparation of whose chocolate for whose lips had once occupied three strong men besides the cook in question
"Dickens, Charles",A Tale of Two Cities,sentence,3005,3339,NA,Monseigneur gone and the three strong men absolving themselves from the sin of having drawn his high wages by being more than ready and willing to cut his throat on the altar of the dawning Republic one and indivisible of Liberty Equality Fraternity or Death Monseigneurs house had been first sequestrated and then confiscated
"Dickens, Charles",A Tale of Two Cities,sentence,3341,3655,NA,For all things moved so fast and decree followed decree with that fierce precipitation that now upon the third night of the autumn month of September patriot emissaries of the law were in possession of Monseigneurs house and had marked it with the tricolour and were drinking brandy in its state apartments
"Dickens, Charles",A Tale of Two Cities,sentence,3657,3799,NA,A place of business in London like Tellsons place of business in Paris would soon have driven the House out of its mind and into the Gazette
"Dickens, Charles",A Tale of Two Cities,sentence,3801,3957,NA,For what would staid British responsibility and respectability have said to orangetrees in boxes in a Bank courtyard and even to a Cupid over the counter
"Dickens, Charles",A Tale of Two Cities,sentence,3959,3979,NA,Yet such things were
"Dickens, Charles",A Tale of Two Cities,sentence,3981,4145,NA,Tellsons had whitewashed the Cupid but he was still to be seen on the ceiling in the coolest linen aiming as he very often does at money from morning to night
