author,title,sentence,sentence_nr,words,kind
"Dickens, Charles",A Tale of Two Cities,We are thoughtful tonight said Darnay drawing his arm about her Yes dearest Charles with her hands on his breast and the inquiring and attentive expression fixed upon him we are rather thoughtful tonight for we have something on our mind tonight,3667,Charles,person
"Dickens, Charles",A Tale of Two Cities,We are thoughtful tonight said Darnay drawing his arm about her Yes dearest Charles with her hands on his breast and the inquiring and attentive expression fixed upon him we are rather thoughtful tonight for we have something on our mind tonight,3667,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,We are thoughtful tonight said Darnay drawing his arm about her Yes dearest Charles with her hands on his breast and the inquiring and attentive expression fixed upon him we are rather thoughtful tonight for we have something on our mind tonight,3667,East,location
"Dickens, Charles",A Tale of Two Cities,What is it my Lucie Will you promise not to press one question on me if I beg you not to ask it,3668,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,What is it my Lucie Will you promise not to press one question on me if I beg you not to ask it,3668,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,I think Charles poor Mr Carton deserves more consideration and respect than you expressed for him tonight,3671,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,I think Charles poor Mr Carton deserves more consideration and respect than you expressed for him tonight,3671,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,I think Charles poor Mr Carton deserves more consideration and respect than you expressed for him tonight,3671,Charles,person
"Dickens, Charles",A Tale of Two Cities,I think Charles poor Mr Carton deserves more consideration and respect than you expressed for him tonight,3671,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,It is a painful reflection to me said Charles Darnay quite astounded that I should have done him any wrong,3679,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,It is a painful reflection to me said Charles Darnay quite astounded that I should have done him any wrong,3679,Charles,person
"Dickens, Charles",A Tale of Two Cities,It is a painful reflection to me said Charles Darnay quite astounded that I should have done him any wrong,3679,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,It is a painful reflection to me said Charles Darnay quite astounded that I should have done him any wrong,3679,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,And O my dearest Love she urged clinging nearer to him laying her head upon his breast and raising her eyes to his remember how strong we are in our happiness and how weak he is in his misery,3685,East,location
"Dickens, Charles",A Tale of Two Cities,Ever busily winding the golden thread which bound her husband and her father and herself and her old directress and companion in a life of quiet bliss Lucie sat in the still house in the tranquilly resounding corner listening to the echoing footsteps of years,3692,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Ever busily winding the golden thread which bound her husband and her father and herself and her old directress and companion in a life of quiet bliss Lucie sat in the still house in the tranquilly resounding corner listening to the echoing footsteps of years,3692,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Fluttering hopes and doubtshopes of a love as yet unknown to her doubts of her remaining upon earth to enjoy that new delightdivided her breast,3695,East,location
"Dickens, Charles",A Tale of Two Cities,That time passed and her little Lucie lay on her bosom,3697,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,That time passed and her little Lucie lay on her bosom,3697,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Ever busily winding the golden thread that bound them all together weaving the service of her happy influence through the tissue of all their lives and making it predominate nowhere Lucie heard in the echoes of years none but friendly and soothing sounds,3701,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Ever busily winding the golden thread that bound them all together weaving the service of her happy influence through the tissue of all their lives and making it predominate nowhere Lucie heard in the echoes of years none but friendly and soothing sounds,3701,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Lo Miss Pross in harness of string awakening the echoes as an unruly charger whipcorrected snorting and pawing the earth under the planetree in the garden,3703,Miss Pross,person
"Dickens, Charles",A Tale of Two Cities,Lo Miss Pross in harness of string awakening the echoes as an unruly charger whipcorrected snorting and pawing the earth under the planetree in the garden,3703,Pross,person
"Dickens, Charles",A Tale of Two Cities,Sighs of the winds that blew over a little gardentomb were mingled with them also and both were audible to Lucie in a hushed murmurlike the breathing of a summer sea asleep upon a sandy shoreas the little Lucie comically studious at the task of the morning or dressing a doll at her mothers footstool chattered in the tongues of the Two Cities that were blended in her life,3710,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Sighs of the winds that blew over a little gardentomb were mingled with them also and both were audible to Lucie in a hushed murmurlike the breathing of a summer sea asleep upon a sandy shoreas the little Lucie comically studious at the task of the morning or dressing a doll at her mothers footstool chattered in the tongues of the Two Cities that were blended in her life,3710,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Sighs of the winds that blew over a little gardentomb were mingled with them also and both were audible to Lucie in a hushed murmurlike the breathing of a summer sea asleep upon a sandy shoreas the little Lucie comically studious at the task of the morning or dressing a doll at her mothers footstool chattered in the tongues of the Two Cities that were blended in her life,3710,Tom,person
"Dickens, Charles",A Tale of Two Cities,The Echoes rarely answered to the actual tread of Sydney Carton,3711,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,The Echoes rarely answered to the actual tread of Sydney Carton,3711,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,The Echoes rarely answered to the actual tread of Sydney Carton,3711,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,The Echoes rarely answered to the actual tread of Sydney Carton,3711,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Carton was the first stranger to whom little Lucie held out her chubby arms and he kept his place with her as she grew,3717,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Carton was the first stranger to whom little Lucie held out her chubby arms and he kept his place with her as she grew,3717,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Carton was the first stranger to whom little Lucie held out her chubby arms and he kept his place with her as she grew,3717,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Poor Carton,3719,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Poor Carton,3719,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,Mr Stryver shouldered his way through the law like some great engine forcing itself through turbid water and dragged his useful friend in his wake like a boat towed astern,3721,Mr Stryver,person
"Dickens, Charles",A Tale of Two Cities,Mr Stryver shouldered his way through the law like some great engine forcing itself through turbid water and dragged his useful friend in his wake like a boat towed astern,3721,Stryver,person
"Dickens, Charles",A Tale of Two Cities,As the boat so favoured is usually in a rough plight and mostly under water so Sydney had a swamped life of it,3722,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,As the boat so favoured is usually in a rough plight and mostly under water so Sydney had a swamped life of it,3722,Sydney Carton,person
"Dickens, Charles",A Tale of Two Cities,But easy and strong custom unhappily so much easier and stronger in him than any stimulating sense of desert or disgrace made it the life he was to lead and he no more thought of emerging from his state of lions jackal than any real jackal may be supposed to think of rising to be a lion,3723,Jack,person
"Dickens, Charles",A Tale of Two Cities,But easy and strong custom unhappily so much easier and stronger in him than any stimulating sense of desert or disgrace made it the life he was to lead and he no more thought of emerging from his state of lions jackal than any real jackal may be supposed to think of rising to be a lion,3723,Tom,person
"Dickens, Charles",A Tale of Two Cities,Stryver was rich had married a florid widow with property and three boys who had nothing particularly shining about them but the straight hair of their dumpling heads,3724,Stryver,person
"Dickens, Charles",A Tale of Two Cities,These three young gentlemen Mr Stryver exuding patronage of the most offensive quality from every pore had walked before him like three sheep to the quiet corner in Soho and had offered as pupils to Lucies husband delicately saying Halloa,3725,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,These three young gentlemen Mr Stryver exuding patronage of the most offensive quality from every pore had walked before him like three sheep to the quiet corner in Soho and had offered as pupils to Lucies husband delicately saying Halloa,3725,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,These three young gentlemen Mr Stryver exuding patronage of the most offensive quality from every pore had walked before him like three sheep to the quiet corner in Soho and had offered as pupils to Lucies husband delicately saying Halloa,3725,Mr Stryver,person
"Dickens, Charles",A Tale of Two Cities,These three young gentlemen Mr Stryver exuding patronage of the most offensive quality from every pore had walked before him like three sheep to the quiet corner in Soho and had offered as pupils to Lucies husband delicately saying Halloa,3725,Soho,location
"Dickens, Charles",A Tale of Two Cities,These three young gentlemen Mr Stryver exuding patronage of the most offensive quality from every pore had walked before him like three sheep to the quiet corner in Soho and had offered as pupils to Lucies husband delicately saying Halloa,3725,Stryver,person
"Dickens, Charles",A Tale of Two Cities,here are three lumps of breadandcheese towards your matrimonial picnic Darnay,3726,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,The polite rejection of the three lumps of breadandcheese had quite bloated Mr Stryver with indignation which he afterwards turned to account in the training of the young gentlemen by directing them to beware of the pride of Beggars like that tutorfellow,3727,Mr Stryver,person
"Dickens, Charles",A Tale of Two Cities,The polite rejection of the three lumps of breadandcheese had quite bloated Mr Stryver with indignation which he afterwards turned to account in the training of the young gentlemen by directing them to beware of the pride of Beggars like that tutorfellow,3727,Stryver,person
"Dickens, Charles",A Tale of Two Cities,He was also in the habit of declaiming to Mrs Stryver over his fullbodied wine on the arts Mrs Darnay had once put in practice to catch him and on the diamondcutdiamond arts in himself madam which had rendered him not to be caught,3728,Adam,person
"Dickens, Charles",A Tale of Two Cities,He was also in the habit of declaiming to Mrs Stryver over his fullbodied wine on the arts Mrs Darnay had once put in practice to catch him and on the diamondcutdiamond arts in himself madam which had rendered him not to be caught,3728,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,He was also in the habit of declaiming to Mrs Stryver over his fullbodied wine on the arts Mrs Darnay had once put in practice to catch him and on the diamondcutdiamond arts in himself madam which had rendered him not to be caught,3728,Stryver,person
"Dickens, Charles",A Tale of Two Cities,These were among the echoes to which Lucie sometimes pensive sometimes amused and laughing listened in the echoing corner until her little daughter was six years old,3730,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,These were among the echoes to which Lucie sometimes pensive sometimes amused and laughing listened in the echoing corner until her little daughter was six years old,3730,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,And it was now about little Lucies sixth birthday that they began to have an awful sound as of a great storm in France with a dreadful sea rising,3735,France,location
"Dickens, Charles",A Tale of Two Cities,And it was now about little Lucies sixth birthday that they began to have an awful sound as of a great storm in France with a dreadful sea rising,3735,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,And it was now about little Lucies sixth birthday that they began to have an awful sound as of a great storm in France with a dreadful sea rising,3735,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,On a night in midJuly one thousand seven hundred and eightynine Mr Lorry came in late from Tellsons and sat himself down by Lucie and her husband in the dark window,3736,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,On a night in midJuly one thousand seven hundred and eightynine Mr Lorry came in late from Tellsons and sat himself down by Lucie and her husband in the dark window,3736,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,On a night in midJuly one thousand seven hundred and eightynine Mr Lorry came in late from Tellsons and sat himself down by Lucie and her husband in the dark window,3736,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,On a night in midJuly one thousand seven hundred and eightynine Mr Lorry came in late from Tellsons and sat himself down by Lucie and her husband in the dark window,3736,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,I began to think said Mr Lorry pushing his brown wig back that I should have to pass the night at Tellsons,3738,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,I began to think said Mr Lorry pushing his brown wig back that I should have to pass the night at Tellsons,3738,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,There is such an uneasiness in Paris that we have actually a run of confidence upon us,3740,Paris,location
"Dickens, Charles",A Tale of Two Cities,Our customers over there seem not to be able to confide their property to us fast enough,3741,Tom,person
"Dickens, Charles",A Tale of Two Cities,There is positively a mania among some of them for sending it to England That has a bad look said Darnay A bad look you say my dear Darnay,3742,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,There is positively a mania among some of them for sending it to England That has a bad look said Darnay A bad look you say my dear Darnay,3742,England,location
"Dickens, Charles",A Tale of Two Cities,Still said Darnay you know how gloomy and threatening the sky is I know that to be sure assented Mr Lorry trying to persuade himself that his sweet temper was soured and that he grumbled but I am determined to be peevish after my long days botheration,3746,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,Still said Darnay you know how gloomy and threatening the sky is I know that to be sure assented Mr Lorry trying to persuade himself that his sweet temper was soured and that he grumbled but I am determined to be peevish after my long days botheration,3746,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Still said Darnay you know how gloomy and threatening the sky is I know that to be sure assented Mr Lorry trying to persuade himself that his sweet temper was soured and that he grumbled but I am determined to be peevish after my long days botheration,3746,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Where is Manette Here he is said the Doctor entering the dark room at the moment,3747,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Is the teaboard still there Lucie,3752,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,Is the teaboard still there Lucie,3752,Lucie Manette,person
"Dickens, Charles",A Tale of Two Cities,A fancy then my wise pet said Mr Lorry patting her hand,3762,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,A fancy then my wise pet said Mr Lorry patting her hand,3762,Jarvis Lorry,person
"Dickens, Charles",A Tale of Two Cities,Only hear them Headlong mad and dangerous footsteps to force their way into anybodys life footsteps not easily made clean again if once stained red the footsteps raging in Saint Antoine afar off as the little circle sat in the dark London window,3764,London,location
"Dickens, Charles",A Tale of Two Cities,Only hear them Headlong mad and dangerous footsteps to force their way into anybodys life footsteps not easily made clean again if once stained red the footsteps raging in Saint Antoine afar off as the little circle sat in the dark London window,3764,Saint,person
"Dickens, Charles",A Tale of Two Cities,Only hear them Headlong mad and dangerous footsteps to force their way into anybodys life footsteps not easily made clean again if once stained red the footsteps raging in Saint Antoine afar off as the little circle sat in the dark London window,3764,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,Saint Antoine had been that morning a vast dusky mass of scarecrows heaving to and fro with frequent gleams of light above the billowy heads where steel blades and bayonets shone in the sun,3765,Bill Barley,person
"Dickens, Charles",A Tale of Two Cities,Saint Antoine had been that morning a vast dusky mass of scarecrows heaving to and fro with frequent gleams of light above the billowy heads where steel blades and bayonets shone in the sun,3765,Saint,person
"Dickens, Charles",A Tale of Two Cities,Saint Antoine had been that morning a vast dusky mass of scarecrows heaving to and fro with frequent gleams of light above the billowy heads where steel blades and bayonets shone in the sun,3765,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,A tremendous roar arose from the throat of Saint Antoine and a forest of naked arms struggled in the air like shrivelled branches of trees in a winter wind all the fingers convulsively clutching at every weapon or semblance of a weapon that was thrown up from the depths below no matter how far off,3766,Saint,person
"Dickens, Charles",A Tale of Two Cities,A tremendous roar arose from the throat of Saint Antoine and a forest of naked arms struggled in the air like shrivelled branches of trees in a winter wind all the fingers convulsively clutching at every weapon or semblance of a weapon that was thrown up from the depths below no matter how far off,3766,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,Every pulse and heart in Saint Antoine was on highfever strain and at highfever heat,3769,Saint,person
"Dickens, Charles",A Tale of Two Cities,Every pulse and heart in Saint Antoine was on highfever strain and at highfever heat,3769,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,As a whirlpool of boiling waters has a centre point so all this raging circled round Defarges wineshop and every human drop in the caldron had a tendency to be sucked towards the vortex where Defarge himself already begrimed with gunpowder and sweat issued orders issued arms thrust this man back dragged this man forward disarmed one to arm another laboured and strove in the thickest of the uproar,3771,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Keep near to me Jacques Three cried Defarge and do you Jacques One and Two separate and put yourselves at the head of as many of these patriots as you can,3772,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Keep near to me Jacques Three cried Defarge and do you Jacques One and Two separate and put yourselves at the head of as many of these patriots as you can,3772,Jacques,person
"Dickens, Charles",A Tale of Two Cities,Keep near to me Jacques Three cried Defarge and do you Jacques One and Two separate and put yourselves at the head of as many of these patriots as you can,3772,Jacques One,person
"Dickens, Charles",A Tale of Two Cities,Keep near to me Jacques Three cried Defarge and do you Jacques One and Two separate and put yourselves at the head of as many of these patriots as you can,3772,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,Here you see me said madame composed as ever but not knitting today,3774,Adam,person
"Dickens, Charles",A Tale of Two Cities,Madames resolute right hand was occupied with an axe in place of the usual softer implements and in her girdle were a pistol and a cruel knife,3775,Adam,person
"Dickens, Charles",A Tale of Two Cities,Where do you go my wife I go said madame with you at present,3776,Adam,person
"Dickens, Charles",A Tale of Two Cities,Come then cried Defarge in a resounding voice,3778,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,With a roar that sounded as if all the breath in France had been shaped into the detested word the living sea rose wave on wave depth on depth and overflowed the city to that point,3781,France,location
"Dickens, Charles",A Tale of Two Cities,Through the fire and through the smokein the fire and in the smoke for the sea cast him up against a cannon and on the instant he became a cannonierDefarge of the wineshop worked like a manful soldier Two fierce hours,3784,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Work Jacques One Jacques Two Jacques One Thousand Jacques Two Thousand Jacques FiveandTwenty Thousand in the name of all the Angels or the Devilswhich you preferwork,3788,Jacques,person
"Dickens, Charles",A Tale of Two Cities,Work Jacques One Jacques Two Jacques One Thousand Jacques Two Thousand Jacques FiveandTwenty Thousand in the name of all the Angels or the Devilswhich you preferwork,3788,Jacques Five,person
"Dickens, Charles",A Tale of Two Cities,Work Jacques One Jacques Two Jacques One Thousand Jacques Two Thousand Jacques FiveandTwenty Thousand in the name of all the Angels or the Devilswhich you preferwork,3788,Jacques FiveandTwenty Thousand,person
"Dickens, Charles",A Tale of Two Cities,Work Jacques One Jacques Two Jacques One Thousand Jacques Two Thousand Jacques FiveandTwenty Thousand in the name of all the Angels or the Devilswhich you preferwork,3788,Jacques One,person
"Dickens, Charles",A Tale of Two Cities,Work Jacques One Jacques Two Jacques One Thousand Jacques Two Thousand Jacques FiveandTwenty Thousand in the name of all the Angels or the Devilswhich you preferwork,3788,Jacques Two,person
"Dickens, Charles",A Tale of Two Cities,Thus Defarge of the wineshop still at his gun which had long grown hot,3789,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,To me women cried madame his wife,3790,Adam,person
"Dickens, Charles",A Tale of Two Cities,Flashing weapons blazing torches smoking waggonloads of wet straw hard work at neighbouring barricades in all directions shrieks volleys execrations bravery without stint boom smash and rattle and the furious sounding of the living sea but still the deep ditch and the single drawbridge and the massive stone walls and the eight great towers and still Defarge of the wineshop at his gun grown doubly hot by the service of Four fierce hours,3796,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,A white flag from within the fortress and a parleythis dimly perceptible through the raging storm nothing audible in itsuddenly the sea rose immeasurably wider and higher and swept Defarge of the wineshop over the lowered drawbridge past the massive stone outer walls in among the eight great towers surrendered,3797,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,So resistless was the force of the ocean bearing him on that even to draw his breath or turn his head was as impracticable as if he had been struggling in the surf at the South Sea until he was landed in the outer courtyard of the Bastille,3798,South Sea,location
"Dickens, Charles",A Tale of Two Cities,Jacques Three was nearly at his side Madame Defarge still heading some of her women was visible in the inner distance and her knife was in her hand,3800,Adam,person
"Dickens, Charles",A Tale of Two Cities,Jacques Three was nearly at his side Madame Defarge still heading some of her women was visible in the inner distance and her knife was in her hand,3800,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Jacques Three was nearly at his side Madame Defarge still heading some of her women was visible in the inner distance and her knife was in her hand,3800,Jacques,person
"Dickens, Charles",A Tale of Two Cities,Jacques Three was nearly at his side Madame Defarge still heading some of her women was visible in the inner distance and her knife was in her hand,3800,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,Jacques Three was nearly at his side Madame Defarge still heading some of her women was visible in the inner distance and her knife was in her hand,3800,Madame Defarge,person
"Dickens, Charles",A Tale of Two Cities,When the foremost billows rolled past bearing the prison officers with them and threatening them all with instant death if any secret nook remained undisclosed Defarge laid his strong hand on the breast of one of these mena man with a grey head who had a lighted torch in his handseparated him from the rest and got him between himself and the wall,3805,Bill Barley,person
"Dickens, Charles",A Tale of Two Cities,When the foremost billows rolled past bearing the prison officers with them and threatening them all with instant death if any secret nook remained undisclosed Defarge laid his strong hand on the breast of one of these mena man with a grey head who had a lighted torch in his handseparated him from the rest and got him between himself and the wall,3805,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,When the foremost billows rolled past bearing the prison officers with them and threatening them all with instant death if any secret nook remained undisclosed Defarge laid his strong hand on the breast of one of these mena man with a grey head who had a lighted torch in his handseparated him from the rest and got him between himself and the wall,3805,East,location
"Dickens, Charles",A Tale of Two Cities,Show me the North Tower said Defarge,3806,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Show me the North Tower said Defarge,3806,North Tower,location
"Dickens, Charles",A Tale of Two Cities,What is the meaning of One Hundred and Five North Tower asked Defarge,3809,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,What is the meaning of One Hundred and Five North Tower asked Defarge,3809,North Tower,location
"Dickens, Charles",A Tale of Two Cities,Quick The meaning monsieur,3810,Monsieur,person
"Dickens, Charles",A Tale of Two Cities,Or do you mean that I shall strike you dead Kill him croaked Jacques Three who had come close up,3812,Jacques,person
"Dickens, Charles",A Tale of Two Cities,Or do you mean that I shall strike you dead Kill him croaked Jacques Three who had come close up,3812,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,Monsieur it is a cell,3813,Monsieur,person
"Dickens, Charles",A Tale of Two Cities,Jacques Three with his usual craving on him and evidently disappointed by the dialogue taking a turn that did not seem to promi,3815,Jacques,person
"Dickens, Charles",A Tale of Two Cities,Jacques Three with his usual craving on him and evidently disappointed by the dialogue taking a turn that did not seem to promi,3815,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,ise bloodshed held by Defarges arm as he held by the turnkeys,3816,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Through gloomy vaults where the light of day had never shone past hideous doors of dark dens and cages down cavernous flights of steps and again up steep rugged ascents of stone and brick more like dry waterfalls than staircases Defarge the turnkey and Jacques Three linked hand and arm went with all the speed they could make,3819,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Through gloomy vaults where the light of day had never shone past hideous doors of dark dens and cages down cavernous flights of steps and again up steep rugged ascents of stone and brick more like dry waterfalls than staircases Defarge the turnkey and Jacques Three linked hand and arm went with all the speed they could make,3819,Jacques,person
"Dickens, Charles",A Tale of Two Cities,Through gloomy vaults where the light of day had never shone past hideous doors of dark dens and cages down cavernous flights of steps and again up steep rugged ascents of stone and brick more like dry waterfalls than staircases Defarge the turnkey and Jacques Three linked hand and arm went with all the speed they could make,3819,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,The turnkey stopped at a low door put a key in a clashing lock swung the door slowly open and said as they all bent their heads and passed in One hundred and five North Tower,3822,North Tower,location
"Dickens, Charles",A Tale of Two Cities,Pass that torch slowly along these walls that I may see them said Defarge to the turnkey,3828,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,The man obeyed and Defarge followed the light closely with his eyes,3829,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,StopLook here Jacques A,3830,Jacques,person
"Dickens, Charles",A Tale of Two Cities,M croaked Jacques Three as he read greedily,3831,Jacques,person
"Dickens, Charles",A Tale of Two Cities,M croaked Jacques Three as he read greedily,3831,Jacques Three,person
"Dickens, Charles",A Tale of Two Cities,Alexandre Manette said Defarge in his ear following the letters with his swart forefinger deeply engrained with gunpowder,3832,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Alexandre Manette said Defarge in his ear following the letters with his swart forefinger deeply engrained with gunpowder,3832,Monsieur Manette,person
"Dickens, Charles",A Tale of Two Cities,Look among those fragments with care Jacques,3840,Jacques,person
"Dickens, Charles",A Tale of Two Cities,Nothing in the wood and nothing in the straw Jacques Nothing,3846,Jacques,person
"Dickens, Charles",A Tale of Two Cities,They found it surging and tossing in quest of Defarge himself,3851,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Saint Antoine was clamorous to have its wineshop keeper foremost in the guard upon the governor who had defended the Bastille and shot the people,3852,Saint,person
"Dickens, Charles",A Tale of Two Cities,Saint Antoine was clamorous to have its wineshop keeper foremost in the guard upon the governor who had defended the Bastille and shot the people,3852,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,See Defarge,3857,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,She stood immovable close to the grim old officer and remained immovable close to him remained immovable close to him through the streets as Defarge and the rest bore him along remained immovable close to him when he was got near his destination and began to be struck at from behind remained immovable close to him when the longgathering rain of stabs and blows fell heavy was so close to him when he dropped dead under it that suddenly animated she put her foot upon his neck and with her cruel knifelong readyhewed off his head,3858,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,The hour was come when Saint Antoine was to execute his horrible idea of hoisting up men for lamps to show what he could be and do,3859,Saint,person
"Dickens, Charles",A Tale of Two Cities,The hour was come when Saint Antoine was to execute his horrible idea of hoisting up men for lamps to show what he could be and do,3859,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,Saint Antoines blood was up and the blood of tyranny and domination by the iron hand was downdown on the steps of the Hotel de Ville where the governors body laydown on the sole of the shoe of Madame Defarge where she had trodden on the body to steady it for mutilation,3860,Adam,person
"Dickens, Charles",A Tale of Two Cities,Saint Antoines blood was up and the blood of tyranny and domination by the iron hand was downdown on the steps of the Hotel de Ville where the governors body laydown on the sole of the shoe of Madame Defarge where she had trodden on the body to steady it for mutilation,3860,Ernest Defarge,person
"Dickens, Charles",A Tale of Two Cities,Saint Antoines blood was up and the blood of tyranny and domination by the iron hand was downdown on the steps of the Hotel de Ville where the governors body laydown on the sole of the shoe of Madame Defarge where she had trodden on the body to steady it for mutilation,3860,Madame Defarge,person
"Dickens, Charles",A Tale of Two Cities,Saint Antoines blood was up and the blood of tyranny and domination by the iron hand was downdown on the steps of the Hotel de Ville where the governors body laydown on the sole of the shoe of Madame Defarge where she had trodden on the body to steady it for mutilation,3860,Saint,person
"Dickens, Charles",A Tale of Two Cities,Saint Antoines blood was up and the blood of tyranny and domination by the iron hand was downdown on the steps of the Hotel de Ville where the governors body laydown on the sole of the shoe of Madame Defarge where she had trodden on the body to steady it for mutilation,3860,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,Lower the lamp yonder cried Saint Antoine after glaring round for a new means of death here is one of his soldiers to be left on guard,3861,Saint,person
"Dickens, Charles",A Tale of Two Cities,Lower the lamp yonder cried Saint Antoine after glaring round for a new means of death here is one of his soldiers to be left on guard,3861,Saint Antoine Quarter,location
"Dickens, Charles",A Tale of Two Cities,Seven faces of prisoners suddenly released by the storm that had burst their tomb were carried high overhead all scared all lost all wondering and amazed as if the Last Day were come and those who rejoiced around them were lost spirits,3866,Tom,person
"Dickens, Charles",A Tale of Two Cities,Impassive faces yet with a suspendednot an abolishedexpression on them faces rather in a fearful pause as having yet to raise the dropped lids of the eyes and bear witness with the bloodless lips THOU DIDST IT Seven prisoners released seven gory heads on pikes the keys of the accursed fortress of the eight strong towers some discovered letters and other memorials of prisoners of old time long dead of broken heartssuch and suchlike the loudly echoing footsteps of Saint Antoine escort through the Paris streets in midJuly one thousand seven hundred and eightynine,3868,Paris,location
"Dickens, Charles",A Tale of Two Cities,Impassive faces yet with a suspendednot an abolishedexpression on them faces rather in a fearful pause as having yet to raise the dropped lids of the eyes and bear witness with the bloodless lips THOU DIDST IT Seven prisoners released seven gory heads on pikes the keys of the accursed fortress of the eight strong towers some discovered letters and other memorials of prisoners of old time long dead of broken heartssuch and suchlike the loudly echoing footsteps of Saint Antoine escort through the Paris streets in midJuly one thousand seven hundred and eightynine,3868,Saint,person
