author,title,sentence,sentence_nr,...1,words,kind
"Dickens, Charles",A Tale of Two Cities,For the love of Heaven of justice of generosity of the honour of your noble name was the poor prisoners cry with which he strengthened his sinking heart as he left all that was dear on earth behind him and floated away for the Loadstone Rock,4257,64,King,location
"Dickens, Charles",A Tale of Two Cities,For the love of Heaven of justice of generosity of the honour of your noble name was the poor prisoners cry with which he strengthened his sinking heart as he left all that was dear on earth behind him and floated away for the Loadstone Rock,4257,109,King,person
"Dickens, Charles",A Tale of Two Cities,For the love of Heaven of justice of generosity of the honour of your noble name was the poor prisoners cry with which he strengthened his sinking heart as he left all that was dear on earth behind him and floated away for the Loadstone Rock,4257,122,Love,location
"Dickens, Charles",A Tale of Two Cities,For the love of Heaven of justice of generosity of the honour of your noble name was the poor prisoners cry with which he strengthened his sinking heart as he left all that was dear on earth behind him and floated away for the Loadstone Rock,4257,261,Love,person
"Dickens, Charles",A Tale of Two Cities,For the love of Heaven of justice of generosity of the honour of your noble name was the poor prisoners cry with which he strengthened his sinking heart as he left all that was dear on earth behind him and floated away for the Loadstone Rock,4257,265,Noble,person
"Dickens, Charles",A Tale of Two Cities,In Secret The traveller fared slowly on his way who fared towards Paris from England in the autumn of the year one thousand seven hundred and ninetytwo,4260,6,England,location
"Dickens, Charles",A Tale of Two Cities,In Secret The traveller fared slowly on his way who fared towards Paris from England in the autumn of the year one thousand seven hundred and ninetytwo,4260,12,Paris,location
"Dickens, Charles",A Tale of Two Cities,More than enough of bad roads bad equipages and bad horses he would have encountered to delay him though the fallen and unfortunate King of France had been upon his throne in all his glory but the changed times were fraught with other obstacles than these,4261,7,France,location
"Dickens, Charles",A Tale of Two Cities,More than enough of bad roads bad equipages and bad horses he would have encountered to delay him though the fallen and unfortunate King of France had been upon his throne in all his glory but the changed times were fraught with other obstacles than these,4261,64,King,location
"Dickens, Charles",A Tale of Two Cities,More than enough of bad roads bad equipages and bad horses he would have encountered to delay him though the fallen and unfortunate King of France had been upon his throne in all his glory but the changed times were fraught with other obstacles than these,4261,109,King,person
"Dickens, Charles",A Tale of Two Cities,More than enough of bad roads bad equipages and bad horses he would have encountered to delay him though the fallen and unfortunate King of France had been upon his throne in all his glory but the changed times were fraught with other obstacles than these,4261,133,King of France,location
"Dickens, Charles",A Tale of Two Cities,Every towngate and village taxinghouse had its band of citizenpatriots with their national muskets in a most explosive state of readiness who stopped all comers and goers crossquestioned them inspected their papers looked for their names in lists of their own turned them back or sent them on or stopped them and laid them in hold as their capricious judgment or fancy deemed best for the dawning Republic One and Indivisible of Liberty Equality Fraternity or Death,4262,134,Liberty,location
"Dickens, Charles",A Tale of Two Cities,A very few French leagues of his journey were accomplished when Charles Darnay began to perceive that for him along these country roads there was no hope of return until he should have been declared a good citizen at Paris,4263,115,Charles,person
"Dickens, Charles",A Tale of Two Cities,A very few French leagues of his journey were accomplished when Charles Darnay began to perceive that for him along these country roads there was no hope of return until he should have been declared a good citizen at Paris,4263,121,Charles,location
"Dickens, Charles",A Tale of Two Cities,A very few French leagues of his journey were accomplished when Charles Darnay began to perceive that for him along these country roads there was no hope of return until he should have been declared a good citizen at Paris,4263,45,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,A very few French leagues of his journey were accomplished when Charles Darnay began to perceive that for him along these country roads there was no hope of return until he should have been declared a good citizen at Paris,4263,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,A very few French leagues of his journey were accomplished when Charles Darnay began to perceive that for him along these country roads there was no hope of return until he should have been declared a good citizen at Paris,4263,66,Hope,location
"Dickens, Charles",A Tale of Two Cities,A very few French leagues of his journey were accomplished when Charles Darnay began to perceive that for him along these country roads there was no hope of return until he should have been declared a good citizen at Paris,4263,12,Paris,location
"Dickens, Charles",A Tale of Two Cities,Not a mean village closed upon him not a common barrier dropped across the road behind him but he knew it to be another iron door in the series that was barred between him and England,4265,43,Bar,location
"Dickens, Charles",A Tale of Two Cities,Not a mean village closed upon him not a common barrier dropped across the road behind him but he knew it to be another iron door in the series that was barred between him and England,4265,6,England,location
"Dickens, Charles",A Tale of Two Cities,him on the highway twenty times in a stage but retarded his progress twenty times in a day by riding after him and taking him back riding before him and stopping him by anticipation riding with him and keeping him in charge,4268,64,King,location
"Dickens, Charles",A Tale of Two Cities,him on the highway twenty times in a stage but retarded his progress twenty times in a day by riding after him and taking him back riding before him and stopping him by anticipation riding with him and keeping him in charge,4268,109,King,person
"Dickens, Charles",A Tale of Two Cities,He had been days upon his journey in France alone when he went to bed tired out in a little town on the high road still a long way from Paris,4269,7,France,location
"Dickens, Charles",A Tale of Two Cities,He had been days upon his journey in France alone when he went to bed tired out in a little town on the high road still a long way from Paris,4269,12,Paris,location
"Dickens, Charles",A Tale of Two Cities,And he was therefore as little surprised as a man could be to find himself awakened at the small inn to which he had been remitted until morning in the middle of the night,4272,210,Inn,person
"Dickens, Charles",A Tale of Two Cities,Awakened by a timid local functionary and three armed patriots in rough red caps and with pipes in their mouths who sat down on the bed,4273,195,Pip,person
"Dickens, Charles",A Tale of Two Cities,Emigrant said the functionary I am going to send you on to Paris under an escort,4274,12,Paris,location
"Dickens, Charles",A Tale of Two Cities,Citizen I desire nothing more than to get to Paris though I could dispense with the escort,4275,12,Paris,location
"Dickens, Charles",A Tale of Two Cities,growled a redcap striking at the coverlet with the buttend of his musket,4277,64,King,location
"Dickens, Charles",A Tale of Two Cities,growled a redcap striking at the coverlet with the buttend of his musket,4277,109,King,person
"Dickens, Charles",A Tale of Two Cities,Peace aristocrat It is as the good patriot says observed the timid functionary,4278,135,Peace,person
"Dickens, Charles",A Tale of Two Cities,I have no choice said Charles Darnay,4280,115,Charles,person
"Dickens, Charles",A Tale of Two Cities,I have no choice said Charles Darnay,4280,121,Charles,location
"Dickens, Charles",A Tale of Two Cities,I have no choice said Charles Darnay,4280,45,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,I have no choice said Charles Darnay,4280,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,Darnay complied and was taken back to the guardhouse where other patriots in rough red caps were smoking drinking and sleeping by a watchfire,4286,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,Darnay complied and was taken back to the guardhouse where other patriots in rough red caps were smoking drinking and sleeping by a watchfire,4286,64,King,location
"Dickens, Charles",A Tale of Two Cities,Darnay complied and was taken back to the guardhouse where other patriots in rough red caps were smoking drinking and sleeping by a watchfire,4286,109,King,person
"Dickens, Charles",A Tale of Two Cities,The escort were so wretchedly clothed that they twisted straw round their bare legs and thatched their ragged shoulders to keep the wet off,4293,43,Bar,location
"Dickens, Charles",A Tale of Two Cities,Apart from the personal discomfort of being so attended and apart from such considerations of present danger as arose from one of the patriots being chronically drunk and carrying his musket very recklessly Charles Darnay did not allow the restraint that was laid upon him to awaken any serious fears in his breast for he reasoned with himself that it could have no reference to the merits of an individual case that was not yet stated and of representations confirmable by the prisoner in the Abbaye that were not yet made,4294,115,Charles,person
"Dickens, Charles",A Tale of Two Cities,Apart from the personal discomfort of being so attended and apart from such considerations of present danger as arose from one of the patriots being chronically drunk and carrying his musket very recklessly Charles Darnay did not allow the restraint that was laid upon him to awaken any serious fears in his breast for he reasoned with himself that it could have no reference to the merits of an individual case that was not yet stated and of representations confirmable by the prisoner in the Abbaye that were not yet made,4294,121,Charles,location
"Dickens, Charles",A Tale of Two Cities,Apart from the personal discomfort of being so attended and apart from such considerations of present danger as arose from one of the patriots being chronically drunk and carrying his musket very recklessly Charles Darnay did not allow the restraint that was laid upon him to awaken any serious fears in his breast for he reasoned with himself that it could have no reference to the merits of an individual case that was not yet stated and of representations confirmable by the prisoner in the Abbaye that were not yet made,4294,45,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,Apart from the personal discomfort of being so attended and apart from such considerations of present danger as arose from one of the patriots being chronically drunk and carrying his musket very recklessly Charles Darnay did not allow the restraint that was laid upon him to awaken any serious fears in his breast for he reasoned with himself that it could have no reference to the merits of an individual case that was not yet stated and of representations confirmable by the prisoner in the Abbaye that were not yet made,4294,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,Apart from the personal discomfort of being so attended and apart from such considerations of present danger as arose from one of the patriots being chronically drunk and carrying his musket very recklessly Charles Darnay did not allow the restraint that was laid upon him to awaken any serious fears in his breast for he reasoned with himself that it could have no reference to the merits of an individual case that was not yet stated and of representations confirmable by the prisoner in the Abbaye that were not yet made,4294,129,East,location
"Dickens, Charles",A Tale of Two Cities,Do you not see me here in France of my own will You are a cursed emigrant cried a farrier making at him in a furious manner through the press hammer in hand and you are a cursed aristocrat,4298,7,France,location
"Dickens, Charles",A Tale of Two Cities,Do you not see me here in France of my own will You are a cursed emigrant cried a farrier making at him in a furious manner through the press hammer in hand and you are a cursed aristocrat,4298,64,King,location
"Dickens, Charles",A Tale of Two Cities,Do you not see me here in France of my own will You are a cursed emigrant cried a farrier making at him in a furious manner through the press hammer in hand and you are a cursed aristocrat,4298,109,King,person
"Dickens, Charles",A Tale of Two Cities,The postmaster interposed himself between this man and the riders bridle at which he was evidently making and soothingly said Let him be let him be,4299,64,King,location
"Dickens, Charles",A Tale of Two Cities,The postmaster interposed himself between this man and the riders bridle at which he was evidently making and soothingly said Let him be let him be,4299,109,King,person
"Dickens, Charles",A Tale of Two Cities,He will be judged at Paris Judged repeated the farrier swinging his hammer,4300,12,Paris,location
"Dickens, Charles",A Tale of Two Cities,Checking the postmaster who was for turning his horses head to the yard the drunken patriot sat composedly in his saddle looking on with the line round his wrist Darnay said as soon as he could make his voice heard Friends you deceive yourselves or you are deceived,4303,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,Checking the postmaster who was for turning his horses head to the yard the drunken patriot sat composedly in his saddle looking on with the line round his wrist Darnay said as soon as he could make his voice heard Friends you deceive yourselves or you are deceived,4303,64,King,location
"Dickens, Charles",A Tale of Two Cities,Checking the postmaster who was for turning his horses head to the yard the drunken patriot sat composedly in his saddle looking on with the line round his wrist Darnay said as soon as he could make his voice heard Friends you deceive yourselves or you are deceived,4303,109,King,person
"Dickens, Charles",A Tale of Two Cities,He lies cried the smith,4305,21,Smith,person
"Dickens, Charles",A Tale of Two Cities,At the instant when Darnay saw a rush in the eyes of the crowd which another instant would have brought upon him the postmaster turned his horse into the yard the escort rode in close upon his horses flanks and the postmaster shut and barred the crazy double gates,4309,43,Bar,location
"Dickens, Charles",A Tale of Two Cities,At the instant when Darnay saw a rush in the eyes of the crowd which another instant would have brought upon him the postmaster turned his horse into the yard the escort rode in close upon his horses flanks and the postmaster shut and barred the crazy double gates,4309,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,What is this decree that the smith spoke of,4311,21,Smith,person
"Dickens, Charles",A Tale of Two Cities,Darnay asked the postmaster when he had thanked him and stood beside him in the yard,4312,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,The day I left England Everybody says it is but one of several and that there will be othersif there are not alreadybanishing all emigrants and condemning all to death who return,4315,6,England,location
"Dickens, Charles",A Tale of Two Cities,Among the many wild changes observable on familiar things which made this wild ride unreal not the least was the seeming rarity of sleep,4320,129,East,location
"Dickens, Charles",A Tale of Two Cities,After long and lonely spurring over dreary roads they would come to a cluster of poor cottages not steeped in darkness but all glittering with lights and would find the people in a ghostly manner in the dead of the night circling hand in hand round a shrivelled tree of Liberty or all drawn up together singing a Liberty song,4321,134,Liberty,location
"Dickens, Charles",A Tale of Two Cities,Happily however there was sleep in Beauvais that night to help them out of it and they passed on once more into solitude and loneliness jingling through the untimely cold and wet among impoverished fields that had yielded no fruits of the earth that year diversified by the blackened remains of burnt houses and by the sudden emergence from ambuscade and sharp reining up across their way of patriot patrols on the watch on all the roads,4322,138,Earth,location
"Dickens, Charles",A Tale of Two Cities,Happily however there was sleep in Beauvais that night to help them out of it and they passed on once more into solitude and loneliness jingling through the untimely cold and wet among impoverished fields that had yielded no fruits of the earth that year diversified by the blackened remains of burnt houses and by the sudden emergence from ambuscade and sharp reining up across their way of patriot patrols on the watch on all the roads,4322,207,earth,location
"Dickens, Charles",A Tale of Two Cities,Daylight at last found them before the wall of Paris,4323,12,Paris,location
"Dickens, Charles",A Tale of Two Cities,The barrier was closed and strongly guarded when they rode up to it,4324,43,Bar,location
"Dickens, Charles",A Tale of Two Cities,demanded a resolutelooking man in authority who was summoned out by the guard,4326,64,King,location
"Dickens, Charles",A Tale of Two Cities,demanded a resolutelooking man in authority who was summoned out by the guard,4326,109,King,person
"Dickens, Charles",A Tale of Two Cities,Naturally struck by the disagreeable word Charles Darnay requested the speaker to take notice that he was a free traveller and French citizen in charge of an escort which the disturbed state of the country had imposed upon him and which he had paid for,4327,115,Charles,person
"Dickens, Charles",A Tale of Two Cities,Naturally struck by the disagreeable word Charles Darnay requested the speaker to take notice that he was a free traveller and French citizen in charge of an escort which the disturbed state of the country had imposed upon him and which he had paid for,4327,121,Charles,location
"Dickens, Charles",A Tale of Two Cities,Naturally struck by the disagreeable word Charles Darnay requested the speaker to take notice that he was a free traveller and French citizen in charge of an escort which the disturbed state of the country had imposed upon him and which he had paid for,4327,45,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,Naturally struck by the disagreeable word Charles Darnay requested the speaker to take notice that he was a free traveller and French citizen in charge of an escort which the disturbed state of the country had imposed upon him and which he had paid for,4327,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,Where repeated the same personage without taking any heed of him whatever are the papers of this prisoner,4328,64,King,location
"Dickens, Charles",A Tale of Two Cities,Where repeated the same personage without taking any heed of him whatever are the papers of this prisoner,4328,109,King,person
"Dickens, Charles",A Tale of Two Cities,Casting his eyes over Gabelles letter the same personage in authority showed some disorder and surprise and looked at Darnay with a close attention,4330,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,Looking about him while in this state of suspense Charles Darnay observed that the gate was held by a mixed guard of soldiers and patriots the latter far outnumbering the former and that while ingress into the city for peasants carts bringing in supplies and for similar traffic and traffickers was easy enough egress even for the homeliest people was very difficult,4332,115,Charles,person
"Dickens, Charles",A Tale of Two Cities,Looking about him while in this state of suspense Charles Darnay observed that the gate was held by a mixed guard of soldiers and patriots the latter far outnumbering the former and that while ingress into the city for peasants carts bringing in supplies and for similar traffic and traffickers was easy enough egress even for the homeliest people was very difficult,4332,121,Charles,location
"Dickens, Charles",A Tale of Two Cities,Looking about him while in this state of suspense Charles Darnay observed that the gate was held by a mixed guard of soldiers and patriots the latter far outnumbering the former and that while ingress into the city for peasants carts bringing in supplies and for similar traffic and traffickers was easy enough egress even for the homeliest people was very difficult,4332,45,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,Looking about him while in this state of suspense Charles Darnay observed that the gate was held by a mixed guard of soldiers and patriots the latter far outnumbering the former and that while ingress into the city for peasants carts bringing in supplies and for similar traffic and traffickers was easy enough egress even for the homeliest people was very difficult,4332,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,Looking about him while in this state of suspense Charles Darnay observed that the gate was held by a mixed guard of soldiers and patriots the latter far outnumbering the former and that while ingress into the city for peasants carts bringing in supplies and for similar traffic and traffickers was easy enough egress even for the homeliest people was very difficult,4332,64,King,location
"Dickens, Charles",A Tale of Two Cities,Looking about him while in this state of suspense Charles Darnay observed that the gate was held by a mixed guard of soldiers and patriots the latter far outnumbering the former and that while ingress into the city for peasants carts bringing in supplies and for similar traffic and traffickers was easy enough egress even for the homeliest people was very difficult,4332,109,King,person
"Dickens, Charles",A Tale of Two Cities,A numerous medley of men and women not to mention beasts and vehicles of various sorts was waiting to issue forth but the previous identification was so strict that they filtered through the barrier very slowly,4333,43,Bar,location
"Dickens, Charles",A Tale of Two Cities,A numerous medley of men and women not to mention beasts and vehicles of various sorts was waiting to issue forth but the previous identification was so strict that they filtered through the barrier very slowly,4333,129,East,location
"Dickens, Charles",A Tale of Two Cities,When he had sat in his saddle some halfhour taking note of these things Darnay found himself confronted by the same man in authority who directed the guard to open the barrier,4336,43,Bar,location
"Dickens, Charles",A Tale of Two Cities,When he had sat in his saddle some halfhour taking note of these things Darnay found himself confronted by the same man in authority who directed the guard to open the barrier,4336,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,When he had sat in his saddle some halfhour taking note of these things Darnay found himself confronted by the same man in authority who directed the guard to open the barrier,4336,64,King,location
"Dickens, Charles",A Tale of Two Cities,When he had sat in his saddle some halfhour taking note of these things Darnay found himself confronted by the same man in authority who directed the guard to open the barrier,4336,109,King,person
"Dickens, Charles",A Tale of Two Cities,He accompanied his conductor into a guardroom smelling of common wine and tobacco where certain soldiers and patriots asleep and awake drunk and sober and in various neutral states between sleeping and waking drunkenness and sobriety were standing and lying about,4339,64,King,location
"Dickens, Charles",A Tale of Two Cities,He accompanied his conductor into a guardroom smelling of common wine and tobacco where certain soldiers and patriots asleep and awake drunk and sober and in various neutral states between sleeping and waking drunkenness and sobriety were standing and lying about,4339,109,King,person
"Dickens, Charles",A Tale of Two Cities,Citizen Defarge said he to Darnays conductor as he took a slip of paper to write on,4342,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,Citizen Defarge said he to Darnays conductor as he took a slip of paper to write on,4342,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,Where married In England,4349,6,England,location
"Dickens, Charles",A Tale of Two Cities,In England,4352,6,England,location
"Dickens, Charles",A Tale of Two Cities,You are consigned Evrémonde to the prison of La Force,4354,150,La Force,location
"Dickens, Charles",A Tale of Two Cities,Just Heaven exclaimed Darnay,4355,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,The officer wrote until he had finished read over to himself what he had written sanded it and handed it to Defarge with the words In secret,4365,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,Defarge motioned with the paper to the prisoner that he must accompany him,4366,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,Is it you said Defarge in a low voice as they went down the guardhouse steps and turned into Paris who married the daughter of Doctor Manette once a prisoner in the Bastille that is no more,4368,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,Is it you said Defarge in a low voice as they went down the guardhouse steps and turned into Paris who married the daughter of Doctor Manette once a prisoner in the Bastille that is no more,4368,152,Doctor,person
"Dickens, Charles",A Tale of Two Cities,Is it you said Defarge in a low voice as they went down the guardhouse steps and turned into Paris who married the daughter of Doctor Manette once a prisoner in the Bastille that is no more,4368,56,Doctor Manette,person
"Dickens, Charles",A Tale of Two Cities,Is it you said Defarge in a low voice as they went down the guardhouse steps and turned into Paris who married the daughter of Doctor Manette once a prisoner in the Bastille that is no more,4368,25,Manette,person
"Dickens, Charles",A Tale of Two Cities,Is it you said Defarge in a low voice as they went down the guardhouse steps and turned into Paris who married the daughter of Doctor Manette once a prisoner in the Bastille that is no more,4368,12,Paris,location
"Dickens, Charles",A Tale of Two Cities,Yes replied Darnay looking at him with surprise,4369,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,Yes replied Darnay looking at him with surprise,4369,64,King,location
"Dickens, Charles",A Tale of Two Cities,Yes replied Darnay looking at him with surprise,4369,109,King,person
"Dickens, Charles",A Tale of Two Cities,My name is Defarge and I keep a wineshop in the Quarter Saint Antoine,4370,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,My name is Defarge and I keep a wineshop in the Quarter Saint Antoine,4370,114,Saint,person
"Dickens, Charles",A Tale of Two Cities,My name is Defarge and I keep a wineshop in the Quarter Saint Antoine,4370,30,Saint Antoine,person
"Dickens, Charles",A Tale of Two Cities,Yes The word wife seemed to serve as a gloomy reminder to Defarge to say with sudden impatience In the name of that sharp female newlyborn and called La Guillotine why did you come to France You heard me say why a minute ago,4372,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,Yes The word wife seemed to serve as a gloomy reminder to Defarge to say with sudden impatience In the name of that sharp female newlyborn and called La Guillotine why did you come to France You heard me say why a minute ago,4372,7,France,location
"Dickens, Charles",A Tale of Two Cities,Yes The word wife seemed to serve as a gloomy reminder to Defarge to say with sudden impatience In the name of that sharp female newlyborn and called La Guillotine why did you come to France You heard me say why a minute ago,4372,139,La Guillotine,location
"Dickens, Charles",A Tale of Two Cities,A bad truth for you said Defarge speaking with knitted brows and looking straight before him,4374,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,A bad truth for you said Defarge speaking with knitted brows and looking straight before him,4374,64,King,location
"Dickens, Charles",A Tale of Two Cities,A bad truth for you said Defarge speaking with knitted brows and looking straight before him,4374,109,King,person
"Dickens, Charles",A Tale of Two Cities,Defarge spoke always looking straight before him,4378,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,Defarge spoke always looking straight before him,4378,64,King,location
"Dickens, Charles",A Tale of Two Cities,Defarge spoke always looking straight before him,4378,109,King,person
"Dickens, Charles",A Tale of Two Cities,But never by me Citizen Defarge,4387,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,Defarge glanced darkly at him for answer and walked on in a steady and set silence,4388,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,The deeper he sank into this silence the fainter hope there wasor so Darnay thoughtof his softening in any slight degree,4389,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,The deeper he sank into this silence the fainter hope there wasor so Darnay thoughtof his softening in any slight degree,4389,66,Hope,location
"Dickens, Charles",A Tale of Two Cities,He therefore made haste to say It is of the utmost importance to me you know Citizen even better than I of how much importance that I should be able to communicate to Mr Lorry of Tellsons Bank an English gentleman who is now in Paris the simple fact without comment that I have been thrown into the prison of La Force,4390,150,La Force,location
"Dickens, Charles",A Tale of Two Cities,He therefore made haste to say It is of the utmost importance to me you know Citizen even better than I of how much importance that I should be able to communicate to Mr Lorry of Tellsons Bank an English gentleman who is now in Paris the simple fact without comment that I have been thrown into the prison of La Force,4390,117,Lorry,location
"Dickens, Charles",A Tale of Two Cities,He therefore made haste to say It is of the utmost importance to me you know Citizen even better than I of how much importance that I should be able to communicate to Mr Lorry of Tellsons Bank an English gentleman who is now in Paris the simple fact without comment that I have been thrown into the prison of La Force,4390,18,Mr Lorry,person
"Dickens, Charles",A Tale of Two Cities,He therefore made haste to say It is of the utmost importance to me you know Citizen even better than I of how much importance that I should be able to communicate to Mr Lorry of Tellsons Bank an English gentleman who is now in Paris the simple fact without comment that I have been thrown into the prison of La Force,4390,12,Paris,location
"Dickens, Charles",A Tale of Two Cities,He therefore made haste to say It is of the utmost importance to me you know Citizen even better than I of how much importance that I should be able to communicate to Mr Lorry of Tellsons Bank an English gentleman who is now in Paris the simple fact without comment that I have been thrown into the prison of La Force,4390,19,Tellson,location
"Dickens, Charles",A Tale of Two Cities,Will you cause that to be done for me I will do Defarge doggedly rejoined nothing for you,4391,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,Charles Darnay felt it hopeless to entreat him further and his pride was touched besides,4395,115,Charles,person
"Dickens, Charles",A Tale of Two Cities,Charles Darnay felt it hopeless to entreat him further and his pride was touched besides,4395,121,Charles,location
"Dickens, Charles",A Tale of Two Cities,Charles Darnay felt it hopeless to entreat him further and his pride was touched besides,4395,45,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,Charles Darnay felt it hopeless to entreat him further and his pride was touched besides,4395,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,Charles Darnay felt it hopeless to entreat him further and his pride was touched besides,4395,66,Hope,location
"Dickens, Charles",A Tale of Two Cities,A few passers turned their heads and a few shook their fingers at him as an aristocrat otherwise that a man in good clothes should be going to prison was no more remarkable than that a labourer in working clothes should be going to work,4398,64,King,location
"Dickens, Charles",A Tale of Two Cities,A few passers turned their heads and a few shook their fingers at him as an aristocrat otherwise that a man in good clothes should be going to prison was no more remarkable than that a labourer in working clothes should be going to work,4398,109,King,person
"Dickens, Charles",A Tale of Two Cities,In one narrow dark and dirty street through which they passed an excited orator mounted on a stool was addressing an excited audience on the crimes against the people of the king and the royal family,4399,64,King,location
"Dickens, Charles",A Tale of Two Cities,In one narrow dark and dirty street through which they passed an excited orator mounted on a stool was addressing an excited audience on the crimes against the people of the king and the royal family,4399,109,King,person
"Dickens, Charles",A Tale of Two Cities,The few words that he caught from this mans lips first made it known to Charles Darnay that the king was in prison and that the foreign ambassadors had one and all left Paris,4400,115,Charles,person
"Dickens, Charles",A Tale of Two Cities,The few words that he caught from this mans lips first made it known to Charles Darnay that the king was in prison and that the foreign ambassadors had one and all left Paris,4400,121,Charles,location
"Dickens, Charles",A Tale of Two Cities,The few words that he caught from this mans lips first made it known to Charles Darnay that the king was in prison and that the foreign ambassadors had one and all left Paris,4400,45,Charles Darnay,person
"Dickens, Charles",A Tale of Two Cities,The few words that he caught from this mans lips first made it known to Charles Darnay that the king was in prison and that the foreign ambassadors had one and all left Paris,4400,75,Darnay,person
"Dickens, Charles",A Tale of Two Cities,The few words that he caught from this mans lips first made it known to Charles Darnay that the king was in prison and that the foreign ambassadors had one and all left Paris,4400,64,King,location
"Dickens, Charles",A Tale of Two Cities,The few words that he caught from this mans lips first made it known to Charles Darnay that the king was in prison and that the foreign ambassadors had one and all left Paris,4400,109,King,person
"Dickens, Charles",A Tale of Two Cities,The few words that he caught from this mans lips first made it known to Charles Darnay that the king was in prison and that the foreign ambassadors had one and all left Paris,4400,12,Paris,location
"Dickens, Charles",A Tale of Two Cities,That he had fallen among far greater dangers than those which had developed themselves when he left England he of course knew now,4403,6,England,location
"Dickens, Charles",A Tale of Two Cities,Troubled as the future was it was the unknown future and in its obscurity there was ignorant hope,4407,66,Hope,location
"Dickens, Charles",A Tale of Two Cities,The sharp female newlyborn and called La Guillotine was hardly known to him or to the generality of people by name,4409,139,La Guillotine,location
"Dickens, Charles",A Tale of Two Cities,With this on his mind which was enough to carry into a dreary prison courtyard he arrived at the prison of La Force,4413,150,La Force,location
"Dickens, Charles",A Tale of Two Cities,A man with a bloated face opened the strong wicket to whom Defarge presented The Emigrant Evrémonde,4414,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,Defarge took his receipt without noticing the exclamation and withdrew with his two fellowpatriots,4417,35,Defarge,person
"Dickens, Charles",A Tale of Two Cities,The gaolers wife being provided with no answer to the question merely replied One must have patience my dear Three turnkeys who entered responsive to a bell she rang echoed the sentiment and one added For the love of Liberty which sounded in that place like an inappropriate conclusion,4420,134,Liberty,location
"Dickens, Charles",A Tale of Two Cities,The gaolers wife being provided with no answer to the question merely replied One must have patience my dear Three turnkeys who entered responsive to a bell she rang echoed the sentiment and one added For the love of Liberty which sounded in that place like an inappropriate conclusion,4420,122,Love,location
"Dickens, Charles",A Tale of Two Cities,The gaolers wife being provided with no answer to the question merely replied One must have patience my dear Three turnkeys who entered responsive to a bell she rang echoed the sentiment and one added For the love of Liberty which sounded in that place like an inappropriate conclusion,4420,261,Love,person
"Dickens, Charles",A Tale of Two Cities,The prison of La Force was a gloomy prison dark and filthy and with a horrible smell of foul sleep in it,4421,150,La Force,location
"Dickens, Charles",A Tale of Two Cities,In secret too grumbled the gaoler looking at the written paper,4423,64,King,location
"Dickens, Charles",A Tale of Two Cities,In secret too grumbled the gaoler looking at the written paper,4423,109,King,person
"Dickens, Charles",A Tale of Two Cities,He stuck the paper on a file in an illhumour and Charles Darnay awaited his further pleasure for half an hour sometimes pacing to and fro in the strong arched room sometimes resting on a stone seat in either case detained to be imprinted on the memory of the chief and his subordinates,4425,115,Charles,person
"Dickens, Charles",A Tale of Two Cities,He stuck the paper on a file in an illhumour and Charles Darnay awaited his further pleasure for half an hour sometimes pacing to and fro in the strong arched room sometimes resting on a stone seat in either case detained to be imprinted on the memory of the chief and his subordinates,4425,121,Charles,location
"Dickens, Charles",A Tale of Two Cities,He stuck the paper on a file in an illhumour and Charles Darnay awaited his further pleasure for half an hour sometimes pacing to and fro in the strong arched room sometimes resting on a stone seat in either case detained to be imprinted on the memory of the chief and his subordinates,4425,45,Charles Darnay,person
